Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
2010/01,MENINGITIS,193,109,678,,,,,,,
2010/02,MEASLE,114,,382,,,,,,,
2010/02,MENINGITIS,228,206,1244,,,,,,,
2010/02,STRONG RAIN,1,,,,,,,,,
2010/03,LANDSLIDE,1,5,,,,,,,,
2010/03,MEASLE,169,,763,,,,,,,
2010/03,MENINGITIS,283,248,1977,,,,,,,
2010/03,STRONG RAIN,2,,,,,,,,,
2010/03,TRAFIC ACCIDENT,1,5,,,,,,,,
2010/04,LOCUST,1,,,,,,,,,
2010/04,MEASLE,142,,688,,,,,,,
2010/04,MENINGITIS,222,250,1868,,,,,,,
2010/04,STRONG RAIN,8,,,,,,,,,
2010/05,LANDSLIDE,1,,21,,,,,,,
2010/05,LOCUST,1,,,,,,,,,
2010/05,MEASLE,118,,417,,,,,,,
2010/05,MENINGITIS,188,57,358,,,,,,,
2010/05,STRONG RAIN,20,,,,,,,,,
2010/06,MEASLE,42,,85,,,,,,,
2010/06,MENINGITIS,80,19,110,,,,,,,
2010/06,STRONG RAIN,33,,,,,,,,,
2010/07,DROWNING,1,11,,,,,,,,
2010/07,FLOOD,11,,,,,,767,,,
2010/07,FOLIAR DISEASE,7,,,,,,,,,
2010/07,GRANIVOROUS BIRDS,1,,,,,,,,,
2010/07,LOCUST,22,,,,,,,,,
2010/07,MEASLE,18,,24,,,,,,,
2010/07,MENINGITIS,52,6,87,,,,,,,
2010/07,STRONG RAIN,123,,,,,1257,11838,,,
2010/07,STRONG WIND,1,,,,,,,,,
2010/08,BAD GRASS INVASION,1,,,,,,,,,
2010/08,FLOOD,47,,,,,,22873,17873,,
2010/08,FOLIAR DISEASE,4,,,,,,,,,
2010/08,GRANIVOROUS BIRDS,2,,,,,,,,,
2010/08,LOCUST,4,,,,,,,,,
2010/08,MEASLE,8,,8,,,,,,,
2010/08,MENINGITIS,55,12,92,,,,,,,
2010/08,RAIN AND STRONG WIND,8,,,,3,226,,,,
2010/08,STRONG RAIN,103,,,,,,,,,
2010/08,STRONG WIND,3,,,,,,,,,
2010/09,FOLIAR DISEASE,1,,,,,,,,,
2010/09,LOCUST,7,,,,,,,,,
2010/09,MEASLE,7,,7,,,,,,,
2010/09,MENINGITIS,37,3,43,,,,,,,
2010/09,STRONG RAIN,59,,,,,,,,,
2010/10,MEASLE,6,,6,,,,,,,
2010/10,MENINGITIS,47,12,54,,,,,,,
2010/10,STRONG RAIN,6,,,,,,,,,
2010/11,DROUGHT,45,,,,,,,132850,,
2010/11,MEASLE,10,,13,,,,,,,
2010/11,MENINGITIS,97,14,137,,,,,,,
2010/11,STRONG RAIN,1,,,,,,,,,
2010/12,MEASLE,8,,10,,,,,,,
2010/12,MENINGITIS,105,53,189,,,,,,,
2011/00,ANIMAL-CAUSED DAMAGE,3,,,,,,,,,
2011/00,FLOOD,18,7,21,,,,8851,,,
2011/01,MEASLE,34,,55,,,,,,,
2011/01,MENINGITIS,221,109,569,,,,,,,
2011/01,TRAFIC ACCIDENT,2,10,19,,,,,,,
2011/02,MEASLE,68,,129,,,,,,,
2011/02,MENINGITIS,195,125,678,,,,,,,
2011/02,TRAFIC ACCIDENT,1,5,,,,,,,,
2011/03,MEASLE,87,,263,,,,,,,
2011/03,MENINGITIS,209,106,659,,,,,,,
2011/03,STRONG RAIN,3,,,,,,,,,
2011/03,TRAFIC ACCIDENT,4,20,40,,,,,,,
2011/04,MEASLE,66,,166,,,,,,,
2011/04,MENINGITIS,184,76,471,,,,,,,
2011/04,STRONG RAIN,5,,,,,,,,,
2011/04,TRAFIC ACCIDENT,2,7,,,,,,,,
2011/05,MEASLE,62,,119,,,,,,,
2011/05,MENINGITIS,157,43,291,,,,,,,
2011/05,STRONG RAIN,12,,,,,,,,,
2011/05,TRAFIC ACCIDENT,3,3,14,,,,,,,
2011/06,MEASLE,16,,36,,,,,,,
2011/06,MENINGITIS,105,18,160,,,,,,,
2011/06,STRONG RAIN,19,,,,,,,,,
2011/07,MEASLE,21,,24,,,,,,,
